,url,rev_count
638,https://github.com/MorvanZhou/Tensorflow-Tutorial,2
639,https://github.com/MorvanZhou/tutorials,3
640,https://github.com/MrS0m30n3/youtube-dl-gui,3
641,https://github.com/MycroftAI/mycroft-core,3792
642,https://github.com/NVIDIA/apex,265
643,https://github.com/Netflix/security_monkey,72
644,https://github.com/OpenMined/PySyft,3067
645,https://github.com/P0cL4bs/WiFi-Pumpkin,3
646,https://github.com/PaddlePaddle/models,2284
647,https://github.com/PeterDing/iScript,2
648,https://github.com/PokemonGoF/PokemonGo-Bot,26
649,https://github.com/PyCQA/pycodestyle,48
650,https://github.com/PyCQA/pylint,2125
651,https://github.com/PyGithub/PyGithub,43
652,https://github.com/Pylons/pyramid,25
653,https://github.com/QUANTAXIS/QUANTAXIS,8400
654,https://github.com/QingdaoU/OnlineJudge,20
655,https://github.com/RaRe-Technologies/gensim,430
656,https://github.com/Rapptz/discord.py,81
657,https://github.com/RasaHQ/rasa_core,2569
658,https://github.com/Rochester-NRT/RocAlphaGo,2
659,https://github.com/RocketMap/RocketMap,161
660,https://github.com/RustPython/RustPython,117
661,https://github.com/Sentdex/pygta5,4
662,https://github.com/ShangtongZhang/reinforcement-learning-an-introduction,11
663,https://github.com/Shougo/deoplete.nvim,342
664,https://github.com/SpiderClub/haipproxy,50
665,https://github.com/StackStorm/st2,5546
666,https://github.com/StevenBlack/hosts,369
667,https://github.com/SublimeCodeIntel/SublimeCodeIntel,6
668,https://github.com/SublimeText-Markdown/MarkdownEditing,29
669,https://github.com/Supervisor/supervisor,36
670,https://github.com/Tautulli/Tautulli,283
671,https://github.com/Theano/Theano,28
672,https://github.com/Tribler/tribler,896
673,https://github.com/Urinx/WeixinBot,6
674,https://github.com/XX-net/XX-Net,728
675,https://github.com/YadiraF/PRNet,10
676,https://github.com/Yelp/dumb-init,78
677,https://github.com/Yelp/elastalert,304
678,https://github.com/Yelp/mrjob,109
679,https://github.com/Zulko/moviepy,104
680,https://github.com/aaugustin/websockets,271
681,https://github.com/aboul3la/Sublist3r,4
682,https://github.com/achael/eht-imaging,231
683,https://github.com/ageitgey/face_recognition,34
684,https://github.com/aio-libs/aiohttp,4233
685,https://github.com/airbnb/knowledge-repo,45
686,https://github.com/ajalt/fuckitpy,3
687,https://github.com/ajenti/ajenti,8
688,https://github.com/albu/albumentations,136
689,https://github.com/aleju/imgaug,26
690,https://github.com/alicevision/meshroom,90
691,https://github.com/allenai/allennlp,4667
692,https://github.com/altair-viz/altair,653
693,https://github.com/amperser/proselint,80
694,https://github.com/amueller/word_cloud,46
695,https://github.com/andresriancho/w3af,56
696,https://github.com/androguard/androguard,247
697,https://github.com/andymccurdy/redis-py,19
698,https://github.com/angr/angr,1381
699,https://github.com/anishathalye/dotbot,60
700,https://github.com/anishathalye/git-remote-dropbox,5
701,https://github.com/anishathalye/neural-style,2
702,https://github.com/ansible/ansible,139017
703,https://github.com/ansible/ansible-container,44
704,https://github.com/ansible/awx,1094
705,https://github.com/aosp-mirror/platform_development,4279
706,https://github.com/apache/incubator-mxnet,20428
707,https://github.com/apenwarr/sshuttle,2
708,https://github.com/apprenticeharper/DeDRM_tools,26
709,https://github.com/arielf/weight-loss,1
710,https://github.com/asciimoo/drawille,5
711,https://github.com/asciimoo/searx,168
712,https://github.com/asciinema/asciinema,5
713,https://github.com/asweigart/pyautogui,2
714,https://github.com/automl/auto-sklearn,49
715,https://github.com/avinassh/rockstar,5
716,https://github.com/aws/aws-cli,762
717,https://github.com/aws/chalice,443
718,https://github.com/awslabs/aws-sam-cli,264
719,https://github.com/awslabs/aws-shell,1
720,https://github.com/awslabs/serverless-application-model,116
721,https://github.com/aziz/PlainTasks,2
722,https://github.com/b-ryan/powerline-shell,120
723,https://github.com/bear/python-twitter,17
724,https://github.com/beetbox/beets,243
725,https://github.com/benoitc/gunicorn,26
726,https://github.com/bigchaindb/bigchaindb,3290
727,https://github.com/billryan/algorithm-exercise,4
728,https://github.com/binux/pyspider,21
729,https://github.com/bitcoin/bips,70
730,https://github.com/bitcoinbook/bitcoinbook,60
731,https://github.com/blaze/blaze,6
732,https://github.com/bndr/pipreqs,3
733,https://github.com/bokeh/bokeh,4803
734,https://github.com/boto/boto3,53
735,https://github.com/bottlepy/bottle,17
736,https://github.com/bowenpay/wechat-spider,1
737,https://github.com/brightmart/text_classification,6
738,https://github.com/brython-dev/brython,353
739,https://github.com/buildbot/buildbot,130
740,https://github.com/bup/bup,6
741,https://github.com/burnash/gspread,5
742,https://github.com/carltongibson/django-filter,27
743,https://github.com/celery/celery,416
744,https://github.com/certbot/certbot,7395
745,https://github.com/chriskiehl/Gooey,3
746,https://github.com/chrissimpkins/Crunch,300
747,https://github.com/chrissimpkins/codeface,1
748,https://github.com/christabor/flask_jsondash,45
749,https://github.com/chubin/cheat.sh,170
750,https://github.com/chubin/wttr.in,1
751,https://github.com/ckan/ckan,115
752,https://github.com/clips/pattern,130
753,https://github.com/cloudera/hue,2095
754,https://github.com/cloudtools/troposphere,318
755,https://github.com/codelucas/newspaper,5
756,https://github.com/coleifer/huey,44
757,https://github.com/coleifer/peewee,76
758,https://github.com/conan-io/conan,1982
759,https://github.com/conda/conda,2146
760,https://github.com/coursera-dl/coursera-dl,137
761,https://github.com/cowrie/cowrie,2
762,https://github.com/crazyguitar/pysheeet,20
763,https://github.com/crsmithdev/arrow,25
764,https://github.com/cupy/cupy,4275
765,https://github.com/cysmith/neural-style-tf,1
766,https://github.com/cython/cython,958
767,https://github.com/dabeaz/curio,5
768,https://github.com/darknessomi/musicbox,76
769,https://github.com/dask/dask,48
770,https://github.com/daviddrysdale/python-phonenumbers,8
771,https://github.com/davidhalter/jedi,143
772,https://github.com/davidsandberg/facenet,13
773,https://github.com/dbader/schedule,15
774,https://github.com/dbcli/mycli,24
775,https://github.com/dbcli/pgcli,384
776,https://github.com/dedupeio/dedupe,123
777,https://github.com/deepfakes/faceswap,636
778,https://github.com/deepmind/dnc,1
779,https://github.com/deepmind/pysc2,111
780,https://github.com/deepmind/sonnet,53
781,https://github.com/deepmipt/DeepPavlov,11207
782,https://github.com/deis/deis,1
783,https://github.com/dennybritz/cnn-text-classification-tf,7
784,https://github.com/diafygi/acme-tiny,12
785,https://github.com/divio/django-cms,763
786,https://github.com/django-extensions/django-extensions,171
787,https://github.com/django-guardian/django-guardian,13
788,https://github.com/django-haystack/django-haystack,39
789,https://github.com/django-oscar/django-oscar,329
790,https://github.com/django-tastypie/django-tastypie,8
791,https://github.com/django/channels,235
792,https://github.com/django/django,7158
793,https://github.com/dmlc/gluon-cv,598
794,https://github.com/dmlc/tvm,5484
795,https://github.com/docker/docker-py,1131
796,https://github.com/docopt/docopt,7
797,https://github.com/donnemartin/awesome-aws,28
798,https://github.com/donnemartin/data-science-ipython-notebooks,7
799,https://github.com/donnemartin/gitsome,5
800,https://github.com/donnemartin/interactive-coding-challenges,6
801,https://github.com/donnemartin/saws,13
802,https://github.com/donnemartin/system-design-primer,86
803,https://github.com/douban/dpark,4
804,https://github.com/dpgaspar/Flask-AppBuilder,38
805,https://github.com/dpkp/kafka-python,200
806,https://github.com/drduh/macOS-Security-and-Privacy-Guide,38
807,https://github.com/drivendata/cookiecutter-data-science,43
808,https://github.com/dschep/ntfy,23
809,https://github.com/dwyl/english-words,7
810,https://github.com/dylanaraps/pywal,211
811,https://github.com/easy-tensorflow/easy-tensorflow,39
812,https://github.com/edgedb/edgedb,164
813,https://github.com/edx/edx-platform,56797
814,https://github.com/elastic/curator,81
815,https://github.com/eliangcs/http-prompt,8
816,https://github.com/emre/storm,1
817,https://github.com/encode/django-rest-framework,337
818,https://github.com/endernewton/tf-faster-rcnn,3
819,https://github.com/eriklindernoren/Keras-GAN,16
820,https://github.com/eriklindernoren/ML-From-Scratch,5
821,https://github.com/eriklindernoren/PyTorch-GAN,5
822,https://github.com/eriklindernoren/PyTorch-YOLOv3,28
823,https://github.com/espressif/esptool,52
824,https://github.com/eternnoir/pyTelegramBotAPI,17
825,https://github.com/ethereon/caffe-tensorflow,2
826,https://github.com/ethereum/vyper,1183
827,https://github.com/etianen/django-reversion,12
828,https://github.com/evhub/coconut,7
829,https://github.com/evilsocket/opensnitch,26
830,https://github.com/explosion/spaCy,538
831,https://github.com/fabric/fabric,11
832,https://github.com/facebook/chisel,39
833,https://github.com/facebook/prophet,170
834,https://github.com/facebookarchive/python-instagram,3
835,https://github.com/facebookresearch/Detectron,197
836,https://github.com/facebookresearch/DrQA,5
837,https://github.com/facebookresearch/ParlAI,9770
838,https://github.com/facebookresearch/visdom,57
839,https://github.com/faif/python-patterns,7
840,https://github.com/fail2ban/fail2ban,49
841,https://github.com/falconry/falcon,60
842,https://github.com/farizrahman4u/seq2seq,4
843,https://github.com/felixonmars/dnsmasq-china-list,143
844,https://github.com/fivesheep/chnroutes,3
845,https://github.com/fizyr/keras-retinanet,174
846,https://github.com/flask-admin/flask-admin,52
847,https://github.com/fluentpython/example-code,1
848,https://github.com/fmfn/BayesianOptimization,7
849,https://github.com/fogleman/Minecraft,2
850,https://github.com/foosel/OctoPrint,280
851,https://github.com/formspree/formspree,14
852,https://github.com/frappe/erpnext,7945
853,https://github.com/freedomofpress/securedrop,10667
854,https://github.com/fxsjy/jieba,6
855,https://github.com/gbeced/pyalgotrade,5
856,https://github.com/geekcomputers/Python,80
857,https://github.com/geex-arts/django-jet,17
858,https://github.com/geopy/geopy,2
859,https://github.com/getpelican/pelican,23
860,https://github.com/getredash/redash,1920
861,https://github.com/getsentry/sentry,65215
862,https://github.com/gevent/gevent,600
863,https://github.com/gitpython-developers/GitPython,11
864,https://github.com/gleitz/howdoi,11
865,https://github.com/golemfactory/golem,6603
866,https://github.com/goodfeli/adversarial,3
867,https://github.com/google/grr,29
868,https://github.com/google/sanitizers,2
869,https://github.com/google/seq2seq,1
870,https://github.com/google/yapf,26
871,https://github.com/gorakhargosh/watchdog,3
872,https://github.com/graphql-python/graphene-django,262
873,https://github.com/gregmalcolm/python_koans,7
874,https://github.com/guardicore/monkey,532
875,https://github.com/gunthercox/ChatterBot,53
876,https://github.com/hackerkid/Mind-Expanding-Books,9
877,https://github.com/hardikvasa/google-images-download,11
878,https://github.com/harelba/q,9
879,https://github.com/hhatto/autopep8,11
880,https://github.com/hindupuravinash/the-gan-zoo,9
881,https://github.com/home-assistant/home-assistant,50894
882,https://github.com/honza/vim-snippets,21
883,https://github.com/houtianze/bypy,4
884,https://github.com/hugsy/gef,75
885,https://github.com/huyingxi/Synonyms,13
886,https://github.com/hylang/hy,160
887,https://github.com/i-tu/Hasklig,3
888,https://github.com/ibab/tensorflow-wavenet,2
889,https://github.com/ildoonet/tf-pose-estimation,176
890,https://github.com/imWildCat/scylla,66
891,https://github.com/infobyte/faraday,10
892,https://github.com/injetlee/Python,2
893,https://github.com/iodide-project/pyodide,542
894,https://github.com/iovisor/bcc,2454
895,https://github.com/iperov/DeepFaceLab,73
896,https://github.com/ipython/ipython,121
897,https://github.com/isocpp/CppCoreGuidelines,14
898,https://github.com/iterative/dvc,1823
899,https://github.com/jakubroztocil/httpie,13
900,https://github.com/jarun/Buku,11
901,https://github.com/jarun/googler,38
902,https://github.com/jayfk/statuspage,21
903,https://github.com/jazzband/django-debug-toolbar,24
904,https://github.com/jazzband/pip-tools,38
905,https://github.com/jiaaro/pydub,9
906,https://github.com/jindongwang/transferlearning,25
907,https://github.com/jinfagang/tensorflow_poems,6
908,https://github.com/jisaacks/GitGutter,79
909,https://github.com/joelgrus/data-science-from-scratch,2
910,https://github.com/joestump/python-oauth2,6
911,https://github.com/joeyespo/grip,7
912,https://github.com/joke2k/faker,50
913,https://github.com/jopohl/urh,454
914,https://github.com/jorgebastida/awslogs,1
915,https://github.com/jorgebastida/glue,1
916,https://github.com/josephmisiti/awesome-machine-learning,34
917,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,15
918,https://github.com/jupyter/jupyter,4
919,https://github.com/jwilder/nginx-proxy,22
920,https://github.com/karpathy/arxiv-sanity-preserver,2
921,https://github.com/kemayo/sublime-text-git,14
922,https://github.com/kennethreitz/records,5
923,https://github.com/keon/algorithms,4323
924,https://github.com/keras-rl/keras-rl,56
925,https://github.com/keras-team/keras,3293
926,https://github.com/kivy/kivy,1838
927,https://github.com/kivy/python-for-android,39
928,https://github.com/kovidgoyal/calibre,681
929,https://github.com/laramies/theHarvester,6
930,https://github.com/larsenwork/monoid,2
931,https://github.com/lauris/awesome-scala,28
932,https://github.com/lazyprogrammer/machine_learning_examples,39
933,https://github.com/lektor/lektor,12
934,https://github.com/lengstrom/fast-style-transfer,2
935,https://github.com/librosa/librosa,74
936,https://github.com/lisa-lab/pylearn2,1
937,https://github.com/littlecodersh/ItChat,5
938,https://github.com/lmacken/pyrasite,1
939,https://github.com/lmcinnes/umap,364
940,https://github.com/localstack/localstack,109
941,https://github.com/longld/peda,3
942,https://github.com/lutris/lutris,242
943,https://github.com/lyst/lightfm,19
944,https://github.com/madmaze/pytesseract,12
945,https://github.com/mahmoud/boltons,20
946,https://github.com/mailpile/Mailpile,7
947,https://github.com/marcgibbons/django-rest-swagger,11
948,https://github.com/marshmallow-code/marshmallow,146
949,https://github.com/martinarjovsky/WassersteinGAN,2
950,https://github.com/martinblech/xmltodict,6
951,https://github.com/matplotlib/matplotlib,4646
952,https://github.com/matrix-org/synapse,11075
953,https://github.com/matterport/Mask_RCNN,377
954,https://github.com/maurosoria/dirsearch,14
955,https://github.com/mbadry1/DeepLearning.ai-Summary,139
956,https://github.com/meolu/walle-web,21
957,https://github.com/mesonbuild/meson,10647
958,https://github.com/mher/flower,11
959,https://github.com/michael-lazar/rtv,51
960,https://github.com/michaelliao/learn-python3,12
961,https://github.com/midgetspy/Sick-Beard,1
962,https://github.com/miguelgrinberg/Flask-SocketIO,31
963,https://github.com/minimaxir/big-list-of-naughty-strings,7
964,https://github.com/minimaxir/textgenrnn,21
965,https://github.com/mininet/mininet,31
966,https://github.com/mirumee/saleor,3727
967,https://github.com/misterch0c/shadowbroker,2
968,https://github.com/mitmproxy/mitmproxy,1701
969,https://github.com/mkaz/termgraph,7
970,https://github.com/mkdocs/mkdocs,11
971,https://github.com/mnielsen/neural-networks-and-deep-learning,6
972,https://github.com/mobolic/facebook-sdk,12
973,https://github.com/mongodb/mongo-python-driver,227
974,https://github.com/mopidy/mopidy,34
975,https://github.com/mps-youtube/mps-youtube,89
976,https://github.com/mrjbq7/ta-lib,5
977,https://github.com/msiemens/tinydb,12
978,https://github.com/msracver/Deformable-ConvNets,6
979,https://github.com/mstamy2/PyPDF2,9
980,https://github.com/mwaskom/seaborn,73
981,https://github.com/n1nj4sec/pupy,24
982,https://github.com/nameko/nameko,43
983,https://github.com/neozhaoliang/pywonderland,11
984,https://github.com/networkx/networkx,1032
985,https://github.com/newsapps/beeswithmachineguns,13
986,https://github.com/nficano/pytube,3
987,https://github.com/nickoala/telepot,8
988,https://github.com/nicolargo/glances,158
989,https://github.com/nltk/nltk,52
990,https://github.com/nodejs/node-gyp,16
991,https://github.com/nryoung/algorithms,1
992,https://github.com/nteract/papermill,168
993,https://github.com/numba/numba,936
994,https://github.com/numenta/nupic,47
995,https://github.com/nvdv/vprof,13
996,https://github.com/oarriaga/face_classification,7
997,https://github.com/offu/WeRoBot,73
998,https://github.com/okfn-brasil/serenata-de-amor,358
999,https://github.com/openai/baselines,201
1000,https://github.com/openai/gym,414
1001,https://github.com/openimages/dataset,3
1002,https://github.com/openstack/nova,115711
1003,https://github.com/pallets/click,27
1004,https://github.com/pallets/flask,237
1005,https://github.com/pallets/jinja,21
1006,https://github.com/pallets/werkzeug,142
1007,https://github.com/pandas-dev/pandas,10538
1008,https://github.com/pandolia/qqbot,8
1009,https://github.com/paralax/awesome-honeypots,20
1010,https://github.com/pennersr/django-allauth,133
1011,https://github.com/phodal/awesome-iot,11
1012,https://github.com/pinax/pinax,6
1013,https://github.com/platformio/platformio-core,76
1014,https://github.com/plotly/dash,8
1015,https://github.com/posativ/isso,20
1016,https://github.com/powerline/powerline,7
1017,https://github.com/prakhar1989/Algorithms,1
1018,https://github.com/pre-commit/pre-commit,569
1019,https://github.com/princewen/tensorflow_practice,2
1020,https://github.com/pritunl/pritunl,55
1021,https://github.com/pudo/dataset,4
1022,https://github.com/pwndbg/pwndbg,248
1023,https://github.com/pybrain/pybrain,5
1024,https://github.com/pyca/cryptography,64
1025,https://github.com/pydanny/cookiecutter-django,561
1026,https://github.com/pyeve/eve,38
1027,https://github.com/pyinstaller/pyinstaller,572
1028,https://github.com/pyinvoke/invoke,12
1029,https://github.com/pymc-devs/pymc3,318
1030,https://github.com/pypa/pip,226
1031,https://github.com/pypa/pipenv,3147
1032,https://github.com/pypa/sampleproject,30
1033,https://github.com/pypa/warehouse,7893
1034,https://github.com/pytest-dev/pytest,1002
1035,https://github.com/python-mode/python-mode,61
1036,https://github.com/python-pillow/Pillow,393
1037,https://github.com/python-telegram-bot/python-telegram-bot,142
1038,https://github.com/python-trio/trio,83
1039,https://github.com/python-visualization/folium,89
1040,https://github.com/python/cpython,16129
1041,https://github.com/python/mypy,3773
1042,https://github.com/pytoolz/toolz,6
1043,https://github.com/pytorch/examples,151
1044,https://github.com/qiwsir/algorithm,3
1045,https://github.com/qqwweee/keras-yolo3,40
1046,https://github.com/quantopian/zipline,1695
1047,https://github.com/ranger/ranger,134
1048,https://github.com/rarcega/instagram-scraper,100
1049,https://github.com/rasbt/mlxtend,108
1050,https://github.com/raspberrypi/documentation,357
1051,https://github.com/ray-project/ray,8776
1052,https://github.com/rbgirshick/fast-rcnn,2
1053,https://github.com/rbgirshick/py-faster-rcnn,5
1054,https://github.com/rembo10/headphones,30
1055,https://github.com/ricequant/rqalpha,152
1056,https://github.com/rkern/line_profiler,5
1057,https://github.com/robotframework/robotframework,203
1058,https://github.com/rossant/awesome-math,17
1059,https://github.com/rougier/numpy-100,1
1060,https://github.com/roytseng-tw/Detectron.pytorch,14
1061,https://github.com/rushter/data-science-blogs,9
1062,https://github.com/s3tools/s3cmd,24
1063,https://github.com/saltstack/salt,26857
1064,https://github.com/saulpw/visidata,144
1065,https://github.com/schematics/schematics,3
1066,https://github.com/scikit-image/scikit-image,1985
1067,https://github.com/scikit-learn-contrib/imbalanced-learn,35
1068,https://github.com/scikit-learn/scikit-learn,2441
1069,https://github.com/scipy-lectures/scipy-lecture-notes,11
1070,https://github.com/scipy/scipy,1772
1071,https://github.com/scrapinghub/portia,48
1072,https://github.com/scrapinghub/splash,11
1073,https://github.com/scrapy/scrapy,581
1074,https://github.com/sdispater/pendulum,13
1075,https://github.com/sdispater/poetry,774
1076,https://github.com/seatgeek/fuzzywuzzy,28
1077,https://github.com/secdev/scapy,461
1078,https://github.com/shadowsocks/shadowsocks,1
1079,https://github.com/sherjilozair/char-rnn-tensorflow,1
1080,https://github.com/shidenggui/easytrader,4
1081,https://github.com/simon-weber/gmusicapi,5
1082,https://github.com/simonw/datasette,388
1083,https://github.com/sivel/speedtest-cli,16
1084,https://github.com/sixohsix/twitter,3
1085,https://github.com/sloria/TextBlob,16
1086,https://github.com/sloria/doitlive,52
1087,https://github.com/smicallef/spiderfoot,8
1088,https://github.com/snare/voltron,6
1089,https://github.com/snipsco/snips-nlu,221
1090,https://github.com/sony/nnabla,943
1091,https://github.com/sovereign/sovereign,9
1092,https://github.com/spadgos/sublime-jsdocs,1
1093,https://github.com/spesmilo/electrum,3094
1094,https://github.com/sphinx-doc/sphinx,3245
1095,https://github.com/spinnaker/spinnaker,312
1096,https://github.com/spotify/luigi,331
1097,https://github.com/spulec/moto,1538
1098,https://github.com/spyder-ide/spyder,1448
1099,https://github.com/spyoungtech/grequests,2
1100,https://github.com/sqlmapproject/sqlmap,159
1101,https://github.com/sripathikrishnan/redis-rdb-tools,7
1102,https://github.com/sshuttle/sshuttle,53
1103,https://github.com/sshwsfc/xadmin,12
1104,https://github.com/stamparm/maltrail,3
1105,https://github.com/statsmodels/statsmodels,1805
1106,https://github.com/stephenmcd/mezzanine,5
1107,https://github.com/streamlink/streamlink,2773
1108,https://github.com/swisskyrepo/PayloadsAllTheThings,2
1109,https://github.com/sympy/sympy,850
1110,https://github.com/taigaio/taiga-back,69
1111,https://github.com/tensorflow/cleverhans,784
1112,https://github.com/tensorflow/magenta,761
1113,https://github.com/tensorflow/models,10252
1114,https://github.com/tensorflow/nmt,11
1115,https://github.com/tensorflow/tensor2tensor,2438
1116,https://github.com/tensorflow/tensorboard,1204
1117,https://github.com/tensorlayer/tensorlayer,8237
1118,https://github.com/tensorpack/tensorpack,730
1119,https://github.com/testerSunshine/12306,13
1120,https://github.com/tflearn/tflearn,39
1121,https://github.com/tgalal/yowsup,7
1122,https://github.com/theskumar/python-dotenv,23
1123,https://github.com/threat9/routersploit,310
1124,https://github.com/thumbor/thumbor,56
1125,https://github.com/timgrossmann/InstaPy,2038
1126,https://github.com/tldr-pages/tldr,1560
1127,https://github.com/tmux-python/tmuxp,241
1128,https://github.com/tonybeltramelli/pix2code,3
1129,https://github.com/tornadoweb/tornado,216
1130,https://github.com/tqdm/tqdm,266
1131,https://github.com/trailofbits/algo,1602
1132,https://github.com/trustedsec/ptf,156
1133,https://github.com/trustedsec/social-engineer-toolkit,27
1134,https://github.com/tschellenbach/Stream-Framework,6
1135,https://github.com/tweepy/tweepy,66
1136,https://github.com/twisted/twisted,630
1137,https://github.com/tyiannak/pyAudioAnalysis,17
1138,https://github.com/tzutalin/labelImg,5
1139,https://github.com/vinta/awesome-python,201
1140,https://github.com/vipstone/faceai,25
1141,https://github.com/vishnubob/wait-for-it,5
1142,https://github.com/volatilityfoundation/volatility,31
1143,https://github.com/waditu/tushare,3
1144,https://github.com/wagtail/wagtail,367
1145,https://github.com/wal-e/wal-e,68
1146,https://github.com/wangshub/Douyin-Bot,36
1147,https://github.com/warner/magic-wormhole,24
1148,https://github.com/wbond/package_control,6
1149,https://github.com/what-studio/profiling,3
1150,https://github.com/wifiphisher/wifiphisher,261
1151,https://github.com/wireservice/csvkit,10
1152,https://github.com/worldveil/dejavu,3
1153,https://github.com/wting/autojump,4
1154,https://github.com/xiyouMc/WebHubBot,5
1155,https://github.com/xonsh/xonsh,663
1156,https://github.com/yahoo/TensorFlowOnSpark,32
1157,https://github.com/yandex/gixy,6
1158,https://github.com/yasoob/intermediatePython,29
1159,https://github.com/yidao620c/python3-cookbook,18
1160,https://github.com/yosinski/deep-visualization-toolbox,1
1161,https://github.com/ysrc/xunfeng,5
1162,https://github.com/ytisf/theZoo,3
1163,https://github.com/zalando/connexion,94
1164,https://github.com/zalando/patroni,318
1165,https://github.com/zulip/zulip,33480
1166,https://github.com/zzw922cn/Automatic_Speech_Recognition,2
1167,https://github.com/zzzeek/sqlalchemy,194
1168,https://gitlab.com/ColoradoSchoolOfMines/visplay.git,42
1169,https://gitlab.com/EAVISE/brambox.git,20
1170,https://gitlab.com/GNULand/TraktorPlus/Traktor.git,15
1171,https://gitlab.com/LibreOfficiant/ide_utils.git,3
1172,https://gitlab.com/MatteoCampinoti94/FALocalRepo.git,34
1173,https://gitlab.com/anarcat/feed2exec.git,6
1174,https://gitlab.com/asciidoc3/asciidoc3.git,16
1175,https://gitlab.com/aurelien-lourot/importdir.git,2
1176,https://gitlab.com/betse/betse.git,2
1177,https://gitlab.com/bgez/bgez.git,5
1178,https://gitlab.com/brombinmirko/ElementaryPython.git,2
1179,https://gitlab.com/cerfacs/batman.git,58
1180,https://gitlab.com/coala/PyPrint.git,17
1181,https://gitlab.com/diegogangl/reflow.git,4
1182,https://gitlab.com/doctormo/python-crontab.git,5
1183,https://gitlab.com/edleh/pampi.git,2
1184,https://gitlab.com/edleh/pylote.git,2
1185,https://gitlab.com/elixire/elixire.git,59
1186,https://gitlab.com/fdroid/repomaker.git,22
1187,https://gitlab.com/gnowledge/gstudio.git,2
1188,https://gitlab.com/granitosaurus/minds-api.git,2
1189,https://gitlab.com/hesafredrika/server.git,2
1190,https://gitlab.com/ideasman42/blender-mathutils.git,2
1191,https://gitlab.com/inkscape/extensions.git,7
1192,https://gitlab.com/jenx/import-batteries-talk.git,3
1193,https://gitlab.com/kivymd/KivyMD.git,9
1194,https://gitlab.com/ldo/harfpy.git,3
1195,https://gitlab.com/ldo/python_freetype.git,3
1196,https://gitlab.com/ldo/qahirah.git,2
1197,https://gitlab.com/librespacefoundation/satnogs/satnogs-db.git,49
1198,https://gitlab.com/librespacefoundation/satnogs/satnogs-network.git,206
1199,https://gitlab.com/m2crypto/m2crypto.git,113
1200,https://gitlab.com/mauriciobaeza/empresa-libre.git,29
1201,https://gitlab.com/mayan-edms/mayan-edms.git,31
1202,https://gitlab.com/mike01/pypacker.git,15
1203,https://gitlab.com/mindfulness-at-the-computer/mindfulness-at-the-computer.git,63
1204,https://gitlab.com/nicofirst1/MotionBot.git,2
1205,https://gitlab.com/nobodyinperson/simbuto.git,36
1206,https://gitlab.com/noppo/gevent-websocket.git,4
1207,https://gitlab.com/pycqa/flake8-docstrings.git,4
1208,https://gitlab.com/pycqa/flake8.git,70
1209,https://gitlab.com/pycqa/pep8-naming.git,4
1210,https://gitlab.com/pycqa/pycodestyle.git,5
1211,https://gitlab.com/pycqa/pydocstyle.git,7
1212,https://gitlab.com/pycqa/pylint.git,1
1213,https://gitlab.com/pycqa/redbaron.git,5
1214,https://gitlab.com/pyfml/prepare.git,2
1215,https://gitlab.com/sawyerf/Youtube_subscription_manager.git,3
1216,https://gitlab.com/solarliner/terrainlib.git,22
1217,https://gitlab.com/thecorpora/QBO.git,9
1218,https://gitlab.com/tobimiller/mascor_px4_control.git,2
1219,https://gitlab.com/tractor-team/carburetor.git,4
1220,https://gitlab.com/vagnum08/cpupower-gui.git,22
1221,https://gitlab.com/valtron/msn-server.git,24
1222,https://pypi.org/project/APScheduler/,4
1223,https://pypi.org/project/Automat/,1
1224,https://pypi.org/project/CacheControl/,2
1225,https://pypi.org/project/Cerberus/,1
1226,https://pypi.org/project/ConfigArgParse/,1
1227,https://pypi.org/project/Cython/,7
1228,https://pypi.org/project/Django/,21
1229,https://pypi.org/project/Faker/,14
1230,https://pypi.org/project/Fiona/,7
1231,https://pypi.org/project/Flask-Admin/,2
1232,https://pypi.org/project/Flask-Login/,1
1233,https://pypi.org/project/Keras-Applications/,5
1234,https://pypi.org/project/Pattern/,1
1235,https://pypi.org/project/PyAthenaJDBC/,5
1236,https://pypi.org/project/PyMySQL/,5
1237,https://pypi.org/project/Pympler/,1
1238,https://pypi.org/project/Pyphen/,1
1239,https://pypi.org/project/Sphinx/,17
1240,https://pypi.org/project/WeasyPrint/,4
1241,https://pypi.org/project/WebOb/,5
1242,https://pypi.org/project/Werkzeug/,3
1243,https://pypi.org/project/aiohttp_cors/,2
1244,https://pypi.org/project/alabaster/,1
1245,https://pypi.org/project/alembic/,5
1246,https://pypi.org/project/altgraph/,2
1247,https://pypi.org/project/analytics-python/,1
1248,https://pypi.org/project/antlr4-python3-runtime/,1
1249,https://pypi.org/project/applicationinsights/,6
1250,https://pypi.org/project/argcomplete/,2
1251,https://pypi.org/project/asn1crypto/,1
1252,https://pypi.org/project/aspy.yaml/,2
1253,https://pypi.org/project/astor/,4
1254,https://pypi.org/project/async_timeout/,2
1255,https://pypi.org/project/autobahn/,10
1256,https://pypi.org/project/aws-xray-sdk/,11
1257,https://pypi.org/project/azure-cli-cdn/,6
1258,https://pypi.org/project/azure-cli-cloud/,7
1259,https://pypi.org/project/azure-cli-cognitiveservices/,6
1260,https://pypi.org/project/azure-cli-core/,23
1261,https://pypi.org/project/azure-cli-dla/,10
1262,https://pypi.org/project/azure-cli-interactive/,17
1263,https://pypi.org/project/azure-cli-iot/,11
1264,https://pypi.org/project/azure-cli-lab/,10
