,Unnamed: 0,url,status,host_type,major_releases,duration,author_count,project,multi_repo
1002,1002,https://github.com/Kozea/WeasyPrint,0,git,0,82,52,WeasyPrint,1
1003,1003,https://github.com/Lasagne/Lasagne,0,git,0,43,108,Lasagne,0
1004,1004,https://github.com/LionSec/katoolin,0,git,0,28,18,katoolin,0
1005,1005,https://github.com/LiuXingMing/SinaSpider,0,git,0,17,9,SinaSpider,0
1006,1006,https://github.com/LonamiWebs/Telethon,0,git,0,17,46,Telethon,0
1007,1007,https://github.com/LuminosoInsight/python-ftfy,0,git,0,63,17,python-ftfy,0
1008,1008,https://github.com/MagicStack/asyncpg,0,git,0,18,20,asyncpg,0
1009,1009,https://github.com/MagicStack/uvloop,0,git,0,21,22,uvloop,1
1010,1010,https://github.com/Manisso/fsociety,0,git,0,17,4,fsociety,0
1011,1011,https://github.com/MechanicalSoup/MechanicalSoup,0,git,0,45,28,MechanicalSoup,0
1012,1012,https://github.com/Miserlou/Zappa,0,git,0,25,207,Zappa,0
1013,1013,https://github.com/MobSF/Mobile-Security-Framework-MobSF,0,git,0,34,23,Mobile-Security-Framework-MobSF,0
1014,1014,https://github.com/MobileChromeApps/mobile-chrome-apps,0,git,0,31,49,mobile-chrome-apps,0
1015,1015,https://github.com/MongoEngine/mongoengine,0,git,1,103,371,mongoengine,0
1016,1016,https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow,0,git,0,5,2,Reinforcement-learning-with-tensorflow,0
1017,1017,https://github.com/MorvanZhou/Tensorflow-Tutorial,0,git,0,0,1,Tensorflow-Tutorial,0
1018,1018,https://github.com/MorvanZhou/tutorials,0,git,0,18,12,tutorials,0
1019,1019,https://github.com/MrS0m30n3/youtube-dl-gui,0,git,0,47,46,youtube-dl-gui,0
1020,1020,https://github.com/MycroftAI/mycroft-core,0,git,0,21,108,mycroft-core,0
1021,1021,https://github.com/NervanaSystems/neon,0,git,0,27,51,neon,0
1022,1022,https://github.com/Netflix/security_monkey,0,git,0,45,114,security_monkey,0
1023,1023,https://github.com/Newmu/dcgan_code,0,git,0,20,5,dcgan_code,0
1024,1024,https://github.com/OpenMined/PySyft,0,git,0,5,88,PySyft,0
1025,1025,https://github.com/P0cL4bs/WiFi-Pumpkin,0,git,0,30,10,WiFi-Pumpkin,0
1026,1026,https://github.com/PaddlePaddle/models,0,git,0,8,47,models,0
1027,1027,https://github.com/PeterDing/iScript,0,git,0,39,9,iScript,0
1028,1028,https://github.com/PokemonGoF/PokemonGo-Bot,0,git,0,18,608,PokemonGo-Bot,0
1029,1029,https://github.com/PyCQA/pycodestyle,0,git,0,95,167,pycodestyle,1
1030,1030,https://github.com/PyCQA/pylint,0,git,0,141,128,pylint,1
1031,1031,https://github.com/PyGithub/PyGithub,0,git,1,76,183,PyGithub,0
1032,1032,https://github.com/Pylons/pyramid,0,git,0,95,413,pyramid,0
1033,1033,https://github.com/QUANTAXIS/QUANTAXIS,0,git,0,20,15,QUANTAXIS,0
1034,1034,https://github.com/QingdaoU/OnlineJudge,0,git,0,29,28,OnlineJudge,0
1035,1035,https://github.com/RaRe-Technologies/gensim,0,git,0,89,364,gensim,0
1036,1036,https://github.com/Rapptz/discord.py,0,git,0,30,152,discord.py,0
1037,1037,https://github.com/RasaHQ/rasa_core,0,git,0,3,27,rasa_core,0
1038,1038,https://github.com/ReactiveX/RxPY,0,git,0,35,47,RxPY,0
1039,1039,https://github.com/Rochester-NRT/RocAlphaGo,0,git,0,22,24,RocAlphaGo,0
1040,1040,https://github.com/RocketMap/RocketMap,0,git,0,18,386,RocketMap,0
1041,1041,https://github.com/Russell91/pythonpy,0,git,0,36,20,pythonpy,0
1042,1042,https://github.com/Sentdex/pygta5,0,git,0,9,25,pygta5,0
1043,1043,https://github.com/ShangtongZhang/reinforcement-learning-an-introduction,0,git,0,16,14,reinforcement-learning-an-introduction,0
1044,1044,https://github.com/Shougo/deoplete.nvim,0,git,0,32,68,deoplete.nvim,0
1045,1045,https://github.com/SirVer/ultisnips,0,git,0,86,156,ultisnips,0
1046,1046,https://github.com/SpiderLabs/Responder,0,git,0,57,32,Responder,0
1047,1047,https://github.com/StackStorm/st2,0,git,0,47,130,st2,0
1048,1048,https://github.com/StevenBlack/hosts,0,git,1,74,70,hosts,0
1049,1049,https://github.com/SublimeCodeIntel/SublimeCodeIntel,0,git,0,81,58,SublimeCodeIntel,0
1050,1050,https://github.com/SublimeText-Markdown/MarkdownEditing,0,git,0,72,69,MarkdownEditing,0
1051,1051,https://github.com/Supervisor/supervisor,0,git,0,149,221,supervisor,1
1052,1052,https://github.com/Tautulli/Tautulli,0,git,0,32,80,Tautulli,0
1053,1053,https://github.com/Theano/Theano,0,git,0,82,518,Theano,0
1054,1054,https://github.com/Tribler/tribler,0,git,0,159,108,tribler,0
1055,1055,https://github.com/Uberi/speech_recognition,0,git,0,38,40,speech_recognition,0
1056,1056,https://github.com/Urinx/WeixinBot,0,git,0,23,38,WeixinBot,0
1057,1057,https://github.com/WenDesi/lihang_book_algorithm,0,git,0,12,1,lihang_book_algorithm,0
1058,1058,https://github.com/Wookai/paper-tips-and-tricks,0,git,0,0,1,paper-tips-and-tricks,0
1059,1059,https://github.com/XX-net/XX-Net,0,git,0,38,124,XX-Net,0
1060,1060,https://github.com/Yelp/dumb-init,0,git,0,30,25,dumb-init,0
1061,1061,https://github.com/Yelp/elastalert,0,git,0,36,230,elastalert,0
1062,1062,https://github.com/Yelp/mrjob,0,git,1,93,146,mrjob,0
1063,1063,https://github.com/Zulko/moviepy,0,git,0,50,123,moviepy,0
1064,1064,https://github.com/aaugustin/websockets,0,git,0,61,45,websockets,1
1065,1065,https://github.com/aboul3la/Sublist3r,0,git,0,25,38,Sublist3r,0
1066,1066,https://github.com/achael/eht-imaging,0,git,0,23,8,eht-imaging,0
1067,1067,https://github.com/adamchainz/django-cors-headers,0,git,0,5,1,django-cors-headers,0
1068,1068,https://github.com/ageitgey/face_recognition,0,git,0,10,21,face_recognition,0
1069,1069,https://github.com/aio-libs/aiohttp,0,git,0,54,411,aiohttp,0
1070,1070,https://github.com/airbnb/knowledge-repo,0,git,0,16,36,knowledge-repo,0
1071,1071,https://github.com/ajalt/fuckitpy,0,git,0,43,22,fuckitpy,0
1072,1072,https://github.com/ajenti/ajenti,0,git,0,101,85,ajenti,0
1073,1073,https://github.com/aleju/imgaug,0,git,0,13,6,imgaug,0
1074,1074,https://github.com/alexjc/neural-doodle,0,git,0,10,9,neural-doodle,0
1075,1075,https://github.com/alicevision/meshroom,0,git,0,22,9,meshroom,0
1076,1076,https://github.com/allenai/allennlp,0,git,0,6,22,allennlp,0
1077,1077,https://github.com/altair-viz/altair,0,git,0,27,36,altair,0
1078,1078,https://github.com/amoffat/sh,0,git,0,71,106,sh,1
1079,1079,https://github.com/amperser/proselint,0,git,0,38,69,proselint,0
1080,1080,https://github.com/amueller/word_cloud,0,git,0,67,63,word_cloud,0
1081,1081,https://github.com/andelf/fuck12306,0,git,0,27,5,fuck12306,0
1082,1082,https://github.com/andresriancho/w3af,0,git,1,126,90,w3af,0
1083,1083,https://github.com/androguard/androguard,0,git,0,93,67,androguard,0
1084,1084,https://github.com/andymccurdy/redis-py,0,git,0,95,305,redis-py,0
1085,1085,https://github.com/angr/angr,0,git,0,31,89,angr,0
1086,1086,https://github.com/anishathalye/dotbot,0,git,1,45,24,dotbot,0
1087,1087,https://github.com/anishathalye/git-remote-dropbox,0,git,1,30,14,git-remote-dropbox,0
1088,1088,https://github.com/anishathalye/neural-style,0,git,0,21,20,neural-style,0
1089,1089,https://github.com/ansible/ansible,0,git,0,75,4786,ansible,1
1090,1090,https://github.com/ansible/ansible-container,0,git,0,20,87,ansible-container,0
1091,1091,https://github.com/ansible/awx,0,git,0,4,78,awx,0
1092,1092,https://github.com/aosp-mirror/platform_development,0,git,0,119,519,platform_development,0
1093,1093,https://github.com/apache/incubator-mxnet,0,git,0,33,793,incubator-mxnet,0
1094,1094,https://github.com/apenwarr/sshuttle,0,git,1,98,55,sshuttle,0
1095,1095,https://github.com/apprenticeharper/DeDRM_tools,0,git,0,113,19,DeDRM_tools,0
1096,1096,https://github.com/arielf/weight-loss,0,git,0,13,3,weight-loss,0
1097,1097,https://github.com/arthepsy/ssh-audit,0,git,0,20,8,ssh-audit,0
1098,1098,https://github.com/asciimoo/drawille,0,git,0,47,20,drawille,0
1099,1099,https://github.com/asciimoo/searx,0,git,0,54,94,searx,0
1100,1100,https://github.com/asciinema/asciinema,0,git,0,75,38,asciinema,1
1101,1101,https://github.com/asweigart/pyautogui,0,git,0,40,41,pyautogui,0
1102,1102,https://github.com/automl/auto-sklearn,0,git,0,28,30,auto-sklearn,0
1103,1103,https://github.com/avinassh/rockstar,0,git,0,32,52,rockstar,0
1104,1104,https://github.com/awentzonline/image-analogies,0,git,0,21,9,image-analogies,0
1105,1105,https://github.com/aws/aws-cli,0,git,1,65,241,aws-cli,0
1106,1106,https://github.com/aws/chalice,0,git,0,20,91,chalice,0
1107,1107,https://github.com/awslabs/aws-sam-cli,0,git,0,4,32,aws-sam-cli,0
1108,1108,https://github.com/awslabs/aws-shell,0,git,0,28,16,aws-shell,0
1109,1109,https://github.com/awslabs/serverless-application-model,0,git,0,15,24,serverless-application-model,0
1110,1110,https://github.com/aymericdamien/TopDeepLearning,0,git,0,19,13,TopDeepLearning,0
1111,1111,https://github.com/aziz/PlainTasks,0,git,0,66,55,PlainTasks,0
1112,1112,https://github.com/b-ryan/powerline-shell,0,git,0,68,141,powerline-shell,0
1113,1113,https://github.com/bbfamily/abu,0,git,0,12,1,abu,0
1114,1114,https://github.com/bear/python-twitter,0,git,0,67,143,python-twitter,1
1115,1115,https://github.com/beetbox/beets,0,git,0,98,387,beets,1
1116,1116,https://github.com/belluzj/fantasque-sans,0,git,0,48,10,fantasque-sans,0
1117,1117,https://github.com/benoitc/gunicorn,0,git,0,103,375,gunicorn,1
1118,1118,https://github.com/bigchaindb/bigchaindb,0,git,0,24,84,bigchaindb,0
1119,1119,https://github.com/billryan/algorithm-exercise,0,git,0,34,29,algorithm-exercise,0
1120,1120,https://github.com/binux/pyspider,0,git,0,49,81,pyspider,0
1121,1121,https://github.com/bitcoin/bips,0,git,0,53,246,bips,0
1122,1122,https://github.com/bitcoinbook/bitcoinbook,0,git,0,48,163,bitcoinbook,0
1123,1123,https://github.com/blaze/blaze,0,git,0,64,81,blaze,0
1124,1124,https://github.com/bndr/pipreqs,0,git,0,33,30,pipreqs,0
1125,1125,https://github.com/bokeh/bokeh,0,git,0,70,386,bokeh,0
1126,1126,https://github.com/boto/boto,0,git,0,72,15,boto,1
1127,1127,https://github.com/boto/boto3,0,git,0,41,100,boto3,1
1128,1128,https://github.com/bottlepy/bottle,0,git,1,110,259,bottle,0
1129,1129,https://github.com/bowenpay/wechat-spider,0,git,0,10,3,wechat-spider,0
1130,1130,https://github.com/brennerm/PyTricks,0,git,0,12,48,PyTricks,0
1131,1131,https://github.com/brightmart/text_classification,0,git,0,1,2,text_classification,0
1132,1132,https://github.com/brython-dev/brython,0,git,0,42,56,brython,0
1133,1133,https://github.com/buildbot/buildbot,0,git,1,154,611,buildbot,1
1134,1134,https://github.com/bup/bup,0,git,1,104,46,bup,1
1135,1135,https://github.com/burnash/gspread,0,git,0,78,94,gspread,0
1136,1136,https://github.com/byt3bl33d3r/CrackMapExec,0,git,0,22,12,CrackMapExec,0
1137,1137,https://github.com/byt3bl33d3r/MITMf,0,git,0,42,30,MITMf,0
1138,1138,https://github.com/carltongibson/django-filter,0,git,0,112,175,django-filter,0
1139,1139,https://github.com/celery/celery,0,git,0,113,860,celery,0
1140,1140,https://github.com/cemoody/lda2vec,0,git,0,22,13,lda2vec,0
1141,1141,https://github.com/certbot/certbot,0,git,0,46,471,certbot,0
1142,1142,https://github.com/chrippa/livestreamer,0,git,0,66,154,livestreamer,0
1143,1143,https://github.com/chriskiehl/Gooey,0,git,0,43,59,Gooey,0
1144,1144,https://github.com/chrissimpkins/Crunch,0,git,0,0,1,Crunch,0
1145,1145,https://github.com/chrissimpkins/codeface,0,git,0,31,16,codeface,0
1146,1146,https://github.com/christabor/flask_jsondash,0,git,0,20,8,flask_jsondash,0
1147,1147,https://github.com/chubin/cheat.sh,0,git,0,7,5,cheat.sh,0
1148,1148,https://github.com/chubin/wttr.in,0,git,0,22,43,wttr.in,0
1149,1149,https://github.com/ckan/ckan,0,git,0,100,288,ckan,0
1150,1150,https://github.com/clips/pattern,0,git,0,86,66,pattern,0
1151,1151,https://github.com/cloudera/hue,0,git,0,97,140,hue,0
1152,1152,https://github.com/cloudtools/troposphere,0,git,0,63,313,troposphere,1
1153,1153,https://github.com/coala/coala,0,git,0,39,439,coala,0
1154,1154,https://github.com/codelucas/newspaper,0,git,1,51,114,newspaper,0
1155,1155,https://github.com/coleifer/huey,0,git,0,80,64,huey,0
1156,1156,https://github.com/coleifer/peewee,0,git,0,94,203,peewee,0
1157,1157,https://github.com/commaai/research,0,git,0,3,16,research,0
1158,1158,https://github.com/conan-io/conan,0,git,0,27,134,conan,0
1159,1159,https://github.com/conda/conda,0,git,1,66,212,conda,0
1160,1160,https://github.com/coursera-dl/coursera-dl,0,git,0,68,98,coursera-dl,0
1161,1161,https://github.com/cowrie/cowrie,0,git,0,29,2,cowrie,0
1162,1162,https://github.com/crazyguitar/pysheeet,0,git,0,20,22,pysheeet,0
1163,1163,https://github.com/crsmithdev/arrow,0,git,0,65,209,arrow,0
1164,1164,https://github.com/cupy/cupy,0,git,0,13,43,cupy,0
1165,1165,https://github.com/cyrus-and/gdb-dashboard,0,git,0,19,11,gdb-dashboard,0
1166,1166,https://github.com/cysmith/neural-style-tf,0,git,0,14,8,neural-style-tf,0
1167,1167,https://github.com/cython/cython,0,git,1,125,287,cython,1
1168,1168,https://github.com/dabeaz/curio,0,git,0,28,45,curio,0
1169,1169,https://github.com/dabeaz/python-cookbook,0,git,0,36,7,python-cookbook,0
1170,1170,https://github.com/darknessomi/musicbox,0,git,0,43,75,musicbox,0
1171,1171,https://github.com/dask/dask,0,git,0,37,165,dask,0
1172,1172,https://github.com/david-gpu/srez,0,git,0,12,9,srez,0
1173,1173,https://github.com/daviddrysdale/python-phonenumbers,0,git,0,86,34,python-phonenumbers,0
1174,1174,https://github.com/davidhalter/jedi,0,git,0,72,122,jedi,0
1175,1175,https://github.com/davidsandberg/facenet,0,git,0,22,45,facenet,0
1176,1176,https://github.com/dbader/schedule,0,git,1,60,49,schedule,1
1177,1177,https://github.com/dbcli/mycli,0,git,0,34,53,mycli,0
1178,1178,https://github.com/dbcli/pgcli,0,git,0,40,112,pgcli,0
1179,1179,https://github.com/dedupeio/dedupe,0,git,0,71,61,dedupe,0
1180,1180,https://github.com/deepfakes/faceswap,1,git,0,0,6,faceswap,0
1181,1181,https://github.com/deepmind/dnc,0,git,0,3,4,dnc,0
1182,1182,https://github.com/deepmind/pysc2,0,git,0,5,26,pysc2,0
1183,1183,https://github.com/deepmind/sonnet,0,git,0,8,20,sonnet,0
1184,1184,https://github.com/deis/deis,0,git,0,49,275,deis,0
1185,1185,https://github.com/dennybritz/cnn-text-classification-tf,0,git,0,26,19,cnn-text-classification-tf,0
1186,1186,https://github.com/diafygi/acme-tiny,0,git,0,26,78,acme-tiny,0
1187,1187,https://github.com/divio/django-cms,0,git,0,112,543,django-cms,0
1188,1188,https://github.com/django-compressor/django-compressor,0,git,0,98,245,django-compressor,0
1189,1189,https://github.com/django-extensions/django-extensions,0,git,0,115,427,django-extensions,0
1190,1190,https://github.com/django-guardian/django-guardian,0,git,0,95,169,django-guardian,0
1191,1191,https://github.com/django-haystack/django-haystack,0,git,0,95,394,django-haystack,0
1192,1192,https://github.com/django-oscar/django-oscar,0,git,0,92,349,django-oscar,0
1193,1193,https://github.com/django-tastypie/django-tastypie,0,git,0,97,445,django-tastypie,0
1194,1194,https://github.com/django/channels,0,git,0,32,154,channels,0
1195,1195,https://github.com/django/django,0,git,0,158,2881,django,0
1196,1196,https://github.com/dmlc/tvm,0,git,0,13,64,tvm,0
1197,1197,https://github.com/docker/compose,0,git,0,44,496,compose,0
1198,1198,https://github.com/docker/docker-py,0,git,0,59,437,docker-py,1
1199,1199,https://github.com/docker/docker-registry,0,git,0,26,195,docker-registry,0
1200,1200,https://github.com/docopt/docopt,0,git,0,71,75,docopt,0
1201,1201,https://github.com/donnemartin/awesome-aws,0,git,0,28,60,awesome-aws,0
1202,1202,https://github.com/donnemartin/data-science-ipython-notebooks,0,git,0,31,14,data-science-ipython-notebooks,0
1203,1203,https://github.com/donnemartin/dev-setup,0,git,0,22,18,dev-setup,0
1204,1204,https://github.com/donnemartin/gitsome,0,git,0,19,30,gitsome,0
1205,1205,https://github.com/donnemartin/interactive-coding-challenges,0,git,0,32,58,interactive-coding-challenges,0
1206,1206,https://github.com/donnemartin/saws,0,git,0,25,9,saws,0
1207,1207,https://github.com/donnemartin/system-design-primer,0,git,0,10,43,system-design-primer,0
1208,1208,https://github.com/douban/dpark,0,git,0,70,17,dpark,0
1209,1209,https://github.com/dpgaspar/Flask-AppBuilder,0,git,0,49,89,Flask-AppBuilder,0
1210,1210,https://github.com/dpkp/kafka-python,0,git,0,67,193,kafka-python,1
1211,1211,https://github.com/drathier/stack-overflow-import,0,git,0,3,5,stack-overflow-import,0
1212,1212,https://github.com/drduh/macOS-Security-and-Privacy-Guide,0,git,0,29,64,macOS-Security-and-Privacy-Guide,0
1213,1213,https://github.com/drivendata/cookiecutter-data-science,0,git,0,21,24,cookiecutter-data-science,0
1214,1214,https://github.com/dropbox/pyston,0,git,1,44,64,pyston,0
1215,1215,https://github.com/dschep/ntfy,0,git,0,25,31,ntfy,0
1216,1216,https://github.com/dwyl/english-words,0,git,0,18,13,english-words,0
1217,1217,https://github.com/dylanaraps/pywal,0,git,0,6,18,pywal,0
1218,1218,https://github.com/eastlakeside/interpy-zh,0,git,0,25,23,interpy-zh,0
1219,1219,https://github.com/edgedb/edgedb,0,git,0,5,3,edgedb,0
1220,1220,https://github.com/edx/edx-platform,0,git,0,73,851,edx-platform,0
1221,1221,https://github.com/elastic/curator,0,git,0,56,112,curator,0
1222,1222,https://github.com/elastic/elasticsearch-dsl-py,0,git,0,38,118,elasticsearch-dsl-py,0
1223,1223,https://github.com/elastic/elasticsearch-py,0,git,1,46,153,elasticsearch-py,0
1224,1224,https://github.com/eliangcs/http-prompt,0,git,0,21,18,http-prompt,0
1225,1225,https://github.com/emre/storm,0,git,0,58,52,storm,0
1226,1226,https://github.com/encode/django-rest-framework,0,git,0,89,1392,django-rest-framework,0
1227,1227,https://github.com/endernewton/tf-faster-rcnn,0,git,0,10,18,tf-faster-rcnn,0
1228,1228,https://github.com/equinusocio/material-theme,0,git,0,24,100,material-theme,0
1229,1229,https://github.com/eriklindernoren/ML-From-Scratch,0,git,0,9,6,ML-From-Scratch,0
1230,1230,https://github.com/espressif/esptool,0,git,0,42,49,esptool,0
1231,1231,https://github.com/eternnoir/pyTelegramBotAPI,0,git,0,31,78,pyTelegramBotAPI,0
1232,1232,https://github.com/ethereon/caffe-tensorflow,0,git,0,24,17,caffe-tensorflow,0
1233,1233,https://github.com/ethereum/vyper,0,git,0,14,47,vyper,0
1234,1234,https://github.com/etianen/django-reversion,0,git,0,118,170,django-reversion,0
1235,1235,https://github.com/eudicots/Cactus,0,git,0,77,78,Cactus,0
1236,1236,https://github.com/euske/pdfminer,0,git,0,79,50,pdfminer,0
1237,1237,https://github.com/evhub/coconut,0,git,0,37,27,coconut,0
1238,1238,https://github.com/evilsocket/opensnitch,0,git,0,7,19,opensnitch,0
1239,1239,https://github.com/explosion/spaCy,0,git,0,38,202,spaCy,0
1240,1240,https://github.com/fabric/fabric,0,git,1,129,344,fabric,0
1241,1241,https://github.com/facebook/PathPicker,0,git,0,30,69,PathPicker,0
1242,1242,https://github.com/facebook/chisel,0,git,0,49,73,chisel,0
1243,1243,https://github.com/facebook/codemod,0,git,0,79,28,codemod,0
1244,1244,https://github.com/facebook/prophet,0,git,0,11,50,prophet,0
1245,1245,https://github.com/facebookarchive/huxley,0,git,0,20,17,huxley,0
1246,1246,https://github.com/facebookarchive/python-instagram,0,git,0,86,113,python-instagram,0
1247,1247,https://github.com/facebookresearch/DrQA,0,git,0,5,8,DrQA,0
1248,1248,https://github.com/facebookresearch/ParlAI,0,git,0,8,59,ParlAI,0
1249,1249,https://github.com/facebookresearch/visdom,0,git,0,10,43,visdom,0
1250,1250,https://github.com/faif/python-patterns,0,git,0,69,110,python-patterns,0
1251,1251,https://github.com/fail2ban/fail2ban,0,git,1,167,245,fail2ban,1
1252,1252,https://github.com/falconry/falcon,0,git,0,64,132,falcon,0
1253,1253,https://github.com/farizrahman4u/seq2seq,0,git,0,27,22,seq2seq,0
1254,1254,https://github.com/fastmonkeys/stellar,0,git,0,11,16,stellar,0
1255,1255,https://github.com/fchollet/deep-learning-models,0,git,0,14,16,deep-learning-models,0
1256,1256,https://github.com/felixonmars/dnsmasq-china-list,0,git,0,53,49,dnsmasq-china-list,0
1257,1257,https://github.com/feross/SpoofMAC,0,git,0,63,19,SpoofMAC,0
1258,1258,https://github.com/fivesheep/chnroutes,0,git,0,44,29,chnroutes,0
1259,1259,https://github.com/fizyr/keras-retinanet,0,git,0,4,21,keras-retinanet,0
1260,1260,https://github.com/flask-admin/flask-admin,0,git,0,73,299,flask-admin,0
1261,1261,https://github.com/flask-restful/flask-restful,0,git,0,59,202,flask-restful,0
1262,1262,https://github.com/fluentpython/example-code,0,git,0,31,10,example-code,0
1263,1263,https://github.com/fmfn/BayesianOptimization,0,git,0,42,19,BayesianOptimization,0
1264,1264,https://github.com/fogleman/Minecraft,0,git,0,75,44,Minecraft,0
1265,1265,https://github.com/foosel/OctoPrint,0,git,0,64,179,OctoPrint,0
1266,1266,https://github.com/formspree/formspree,0,git,0,38,33,formspree,0
1267,1267,https://github.com/frappe/erpnext,0,git,0,85,331,erpnext,0
1268,1268,https://github.com/freedomofpress/securedrop,0,git,0,75,177,securedrop,0
1269,1269,https://github.com/fxsjy/jieba,0,git,1,67,67,jieba,0
1270,1270,https://github.com/gaubert/gmvault,0,git,0,71,43,gmvault,0
1271,1271,https://github.com/gbeced/pyalgotrade,0,git,1,73,32,pyalgotrade,0
1272,1272,https://github.com/geekan/scrapy-examples,0,git,1,41,10,scrapy-examples,0
1273,1273,https://github.com/geekcomputers/Python,0,git,0,39,159,Python,0
1274,1274,https://github.com/geex-arts/django-jet,0,git,0,28,50,django-jet,0
1275,1275,https://github.com/gelstudios/gitfiti,0,git,0,56,19,gitfiti,0
1276,1276,https://github.com/geopy/geopy,0,git,1,144,114,geopy,1
1277,1277,https://github.com/getpelican/pelican,0,git,0,95,532,pelican,0
1278,1278,https://github.com/getredash/redash,0,git,0,54,301,redash,0
1279,1279,https://github.com/getsentry/responses,0,git,0,51,75,responses,1
1280,1280,https://github.com/getsentry/sentry,0,git,0,95,520,sentry,0
1281,1281,https://github.com/gevent/gevent,0,git,0,110,149,gevent,0
1282,1282,https://github.com/gitpython-developers/GitPython,0,git,1,123,150,GitPython,0
1283,1283,https://github.com/gleitz/howdoi,0,git,0,65,62,howdoi,0
1284,1284,https://github.com/gnemoug/distribute_crawler,0,git,0,51,6,distribute_crawler,0
1285,1285,https://github.com/golemfactory/golem,0,git,0,28,59,golem,0
1286,1286,https://github.com/gongjianhui/AppleDNS,0,git,0,22,18,AppleDNS,0
1287,1287,https://github.com/goodfeli/adversarial,0,git,0,0,2,adversarial,0
1288,1288,https://github.com/google/enjarify,0,git,0,21,13,enjarify,1
1289,1289,https://github.com/google/grr,0,git,0,51,39,grr,0
1290,1290,https://github.com/google/nogotofail,0,git,0,36,13,nogotofail,0
1291,1291,https://github.com/google/python-fire,0,git,0,2,21,python-fire,0
1292,1292,https://github.com/google/sanitizers,0,git,0,29,10,sanitizers,0
1293,1293,https://github.com/google/seq2seq,0,git,0,6,33,seq2seq,0
1294,1294,https://github.com/google/yapf,0,git,0,36,86,yapf,0
1295,1295,https://github.com/googlemaps/google-maps-services-python,0,git,0,32,35,google-maps-services-python,0
1296,1296,https://github.com/gorakhargosh/watchdog,0,git,0,93,114,watchdog,1
1297,1297,https://github.com/graphql-python/graphene-django,0,git,0,16,87,graphene-django,0
1298,1298,https://github.com/gregmalcolm/python_koans,0,git,0,101,89,python_koans,0
1299,1299,https://github.com/guardicore/monkey,0,git,0,18,5,monkey,0
1300,1300,https://github.com/gunthercox/ChatterBot,0,git,0,41,108,ChatterBot,0
1301,1301,https://github.com/hackerkid/Mind-Expanding-Books,0,git,0,29,87,Mind-Expanding-Books,0
1302,1302,https://github.com/hamuchiwa/AutoRCCar,0,git,0,24,4,AutoRCCar,0
1303,1303,https://github.com/hardikvasa/google-images-download,0,git,0,32,9,google-images-download,0
1304,1304,https://github.com/harelba/q,0,git,0,64,37,q,0
1305,1305,https://github.com/hellerve/programming-talks,0,git,0,28,19,programming-talks,0
1306,1306,https://github.com/hephaest0s/usbkill,0,git,0,28,25,usbkill,0
1307,1307,https://github.com/hhatto/autopep8,0,git,0,89,44,autopep8,0
1308,1308,https://github.com/hindupuravinash/the-gan-zoo,0,git,0,8,12,the-gan-zoo,0
1309,1309,https://github.com/home-assistant/home-assistant,0,git,0,48,1202,home-assistant,0
1310,1310,https://github.com/honza/vim-snippets,0,git,0,84,498,vim-snippets,0
1311,1311,https://github.com/houtianze/bypy,0,git,0,47,29,bypy,0
1312,1312,https://github.com/huge-success/sanic,0,git,0,3,3,sanic,0
1313,1313,https://github.com/hugsy/gef,0,git,0,36,28,gef,0
1314,1314,https://github.com/huyingxi/Synonyms,0,git,0,0,4,Synonyms,0
1315,1315,https://github.com/hylang/hy,0,git,0,65,158,hy,0
1316,1316,https://github.com/hyperopt/hyperopt,0,git,0,78,40,hyperopt,0
1317,1317,https://github.com/hzlzh/AlfredWorkflow.com,0,git,0,46,23,AlfredWorkflow.com,0
1318,1318,https://github.com/i-tu/Hasklig,0,git,1,65,28,Hasklig,0
1319,1319,https://github.com/ibab/tensorflow-wavenet,0,git,0,13,42,tensorflow-wavenet,0
1320,1320,https://github.com/idank/explainshell,0,git,0,53,21,explainshell,0
1321,1321,https://github.com/infobyte/faraday,0,git,0,52,39,faraday,0
1322,1322,https://github.com/injetlee/Python,0,git,0,5,1,Python,0
1323,1323,https://github.com/iovisor/bcc,0,git,0,34,175,bcc,0
1324,1324,https://github.com/ipython/ipython,0,git,1,124,798,ipython,1
1325,1325,https://github.com/isnowfy/snownlp,0,git,0,23,5,snownlp,0
1326,1326,https://github.com/isocpp/CppCoreGuidelines,0,git,0,28,260,CppCoreGuidelines,0
1327,1327,https://github.com/iterative/dvc,0,git,0,9,8,dvc,0
1328,1328,https://github.com/jakubroztocil/httpie,0,git,0,75,142,httpie,0
1329,1329,https://github.com/jarun/Buku,0,git,0,26,48,Buku,0
1330,1330,https://github.com/jarun/googler,0,git,0,30,24,googler,0
1331,1331,https://github.com/jasperproject/jasper-client,0,git,0,37,65,jasper-client,0
1332,1332,https://github.com/jaungiers/LSTM-Neural-Network-for-Time-Series-Prediction,0,git,0,1,2,LSTM-Neural-Network-for-Time-Series-Prediction,0
1333,1333,https://github.com/jayfk/statuspage,0,git,0,23,21,statuspage,0
1334,1334,https://github.com/jazzband/django-debug-toolbar,0,git,0,113,245,django-debug-toolbar,1
1335,1335,https://github.com/jazzband/pip-tools,0,git,0,68,130,pip-tools,1
1336,1336,https://github.com/jcjohnson/pytorch-examples,0,git,0,9,6,pytorch-examples,0
1337,1337,https://github.com/jeanphix/Ghost.py,0,git,0,70,84,Ghost.py,0
1338,1338,https://github.com/jeffkaufman/icdiff,0,git,0,37,44,icdiff,1
